0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,Label
0.0344826688908464,0.005898429716843013,-0.03061084255783741,-0.14805000550999337,-0.24462753186288252,-0.26777853927010936,-0.13403008959973045,-0.06094131219778152,0.008238134613104482,0.22248117289939234,0.4122667552788803,0.4652741802264386,0.03242159016513695,0.03312248916641003,-0.010308599783878868,-0.17524631621577103,-0.3466130035629623,-0.42541482690051907,0.17639207229565948,0.315216379465192,-0.2728412497553215,-0.2793162181274146,-0.3739245391394591,-0.45511374596015464,0.0965933334686406,0.18774291020975795,-0.19234338196499087,-0.2638907458760515,-0.43377720012376453,-0.5801369785360674,0.00725411507580726,-0.05337690526532541,0.0769454474344885,-0.01046930254849503,-0.18712517782913712,-0.27754882776310374,4374.477572406563,4261.5886540283345,4346.950631896742,4342.508824121862,4359.964815578901,4374.182333272326,3514.081432298793,3450.568361756154,3500.413985039862,3493.463631827944,3498.5121949380577,3510.4455426523014,4033.928289782861,4144.184677153042,4058.2495534209684,4056.8037379965454,4047.6913063746124,4057.747444858214,4587.965085731262,4567.990819286595,4585.003228094733,4601.265613299163,4598.375298528744,4599.1935342784145,655.0792707046279,4123.638974832956,3532.185838667419,3682.401850782743,3631.553588060853,3625.364139014708,0
0.3322226905429638,0.32316985495190104,0.05019337268289651,0.17922158199857674,0.15898847915174766,0.18071015109932234,0.026354475303704498,-0.05557763792924019,-0.003554713838124805,0.31121163997817375,0.45218600521325897,0.5344785097504197,-0.37506635623303775,-0.17971512969082298,-0.07774316940063575,-0.2957685491941952,-0.3473602766404152,-0.4002017299848625,-0.16845575164398913,0.1635658045406482,-0.3515953799990026,-0.05843743743586883,-0.13049193834113645,-0.2744877963476052,-0.7143377435467883,-0.6935193494525327,-0.6155760402191851,-0.46836587384954415,-0.5129379893743778,-0.5076488456355106,-0.3183341529214476,-0.3925456613287096,-0.13413778604570872,-0.10196548363305144,-0.17593444140252443,-0.18998889752819545,4379.569058516915,4412.687597698665,4403.014549409127,4408.491736786369,4390.81278720198,4395.076631801081,3465.5316797013766,3408.431164460957,3486.316603663852,3492.489930886044,3497.3161954698194,3508.705984781458,4063.627922458142,4030.228853787565,4065.157405342752,4073.2560269635633,4082.674353789924,4090.1085546888653,4601.91780444421,4550.114047492874,4603.997700637129,4614.04603337814,4628.417733433605,4624.372498593586,3584.630230897883,3750.6503446101774,3678.5157541114227,3672.2016264009562,3665.79248081706,3650.760261747131,0
0.08168443281612023,0.10727051971618913,0.2065505015240842,0.13999459693747618,0.09502081510887783,0.10047199506945799,0.7995135757383046,-0.03813284983094938,-0.07877168726986161,0.3252964332111408,0.546504722482852,0.6841956034068167,-0.3249715830818759,-0.04671209460872726,-0.13026517420896933,-0.2830377299413727,-0.38543933410777587,-0.441160680069828,-0.581417642899305,-0.12714419641575445,-0.6199231625631093,-0.3354913837980233,-0.09207641235686735,-0.05037999245970886,-0.8293232415252075,-0.5766366605091188,-0.7000261680870905,-0.7913756325354967,-0.8487177818890905,-0.9012847357616129,-0.4706424291658906,-0.2985205057479258,-0.03721468367204774,-0.3513864289190959,-0.622352591531915,-0.6825024554928203,4366.798213097243,4381.495691510315,4367.335218169917,4356.095907391671,4358.9856920964385,4342.934555656674,3508.9535985923626,3417.7466378774857,3470.4906410558156,3482.8794316983294,3494.482277693078,3483.2424650853636,4056.7254606380625,3958.911533046613,4058.363400157353,4055.889242146077,4072.395677463826,4075.1890340669142,4615.681464389841,4569.941048186052,4590.882812887813,4598.0181410339665,4614.036087107027,4617.992281713189,3532.7149546777187,3752.378324486371,3665.2979732507365,3668.492635178107,3665.8836886811278,3660.985274117643,0
0.015479484752295828,0.02978620708526611,0.3021632842622247,0.2706391541805403,0.1881140314684329,0.17070366752826466,0.06768738781383053,0.07179268114406274,-0.11473326443783707,-0.08696675662927127,0.22052809863992384,0.3009600541668101,-0.34702344207188635,-0.15347027888059128,0.07359321524459668,-0.026584864938775838,-0.10934290752980204,-0.1583417246808085,-0.17933837298344252,0.26351771646646555,-0.12747850394709895,-0.2867468006298971,-0.010764925088484893,-0.1706944024614627,-0.909818980558397,-0.6080960663365645,-0.4972249091554002,-0.5418689452502775,-0.5073389938537456,-0.6041332101904389,-0.438122088907139,-0.4295266593608383,0.0004297827476614747,-0.03533605920716212,-0.1839199589288858,-0.21955371060691117,4381.824991602752,4441.6037192566455,4379.244065430947,4357.035382199366,4337.772985220127,4347.196531614773,3527.241692178671,3580.9360537572866,3516.2122029245616,3509.2166887669423,3497.5711680075806,3485.2790352238417,3964.0292036432293,4031.4862939336913,3969.4391109501216,3959.546880632484,3955.9567054775357,3983.164757455955,4395.280951750129,4418.588996558984,4453.475969473209,4466.185729248682,4475.402341079875,4474.798422689753,2056.3803257788954,4149.369604196606,3486.7496649214404,3628.12618606645,3620.1046258632114,3651.508635518284,0
-0.03787227451375949,-0.008683008458721504,0.1714237117321341,-0.011065791162668431,-0.05184075397639301,-0.09517441934120234,-0.14495790885321613,-0.1377783534403517,0.10101613199076354,0.46611284068099207,0.6210424490128711,0.7404224236623763,0.3848572686512408,0.27675627404627773,-0.13506538245486244,-0.1874207232448831,-0.27141243526765174,-0.3229578415774494,0.07119043189361647,0.44859356031915065,-0.3282288572978793,-0.10374546020848203,-0.33801130978479965,-0.32519229673840017,-0.7042275208008125,-0.35799067759756237,-0.5440810177699131,-0.5828965242148194,-0.7591415956848807,-0.8344802947717063,-0.3109209257637555,-0.26176278270873343,0.004940105682182464,-0.2695828662928694,-0.40539204599355666,-0.5517725313354811,4375.421145999418,4391.216561438094,4317.166916391531,4320.099427940615,4309.439860280364,4310.82039409529,3486.190512609406,3492.4964761520373,3486.120922718382,3495.8576740940002,3501.4924980769865,3490.2756153257847,3913.696541842829,3911.001743794498,3972.6111701673212,3981.8050181741,3993.8773857061296,3996.2850476217914,4612.936725134096,4648.068817101365,4585.973116403654,4573.020142666087,4560.504397108873,4564.117468862458,3586.056853189164,3605.5769137013003,3541.351423913764,3533.8646546564055,3524.989223127521,3526.5725487950244,0
-0.06414582433137597,-0.020056540755578483,0.36233202811957643,0.18986128230967436,0.15195500191157374,0.15207499652225484,0.7717206251333646,0.42177825036991096,-0.19806790332442145,0.16097658142525978,0.2741643994605781,0.36114624054014804,-0.5643007284351416,-0.2939797079598467,0.1402375595477982,-0.06394051939506877,-0.07674108905166788,-0.1103648397362569,-0.06671053058853767,0.3025467712773324,-0.3255687917058388,-0.018792430244950035,-0.07839204693306352,-0.13621464304103034,-0.9477838233082873,-0.6522225375713814,-0.6771265325938666,-0.6137950411810501,-0.680568823267489,-0.722395781309653,-0.6435453203705892,-0.6199812889438203,-0.05292426940468366,-0.30270770910067724,-0.3646385966836337,-0.36935847519872506,4266.233795900187,4274.819012299439,4252.748949982279,4254.681207778534,4241.639735792165,4250.657554735945,3479.496891836874,3464.3469244893763,3489.749440409875,3507.1747377071733,3498.004113678565,3515.4087621071453,3962.0178879751156,3972.645936074655,4025.1923932964087,4026.641133421148,4043.129819650538,4038.4588601164874,4578.439557153512,4597.801728539463,4539.204437272857,4534.633547459968,4535.2875539032875,4536.98081536557,2257.567071525607,3947.6439854231803,2683.1689926124013,569.1468470822555,96.36900022567485,-28.134024075224946,0
-0.08908460638161397,-0.12268571282573065,0.2629243539306418,0.3644307000024833,0.4085671549770864,0.436565512037364,-0.49526281903248853,-0.38926441909977527,0.02723949029126668,-0.26441613070124503,-0.2966651702054345,-0.34943674174927664,0.11562095146687179,0.1059885084730184,0.05633018676295897,0.1863457441514003,0.21083714372601978,0.26918883885081335,-0.6902101334023653,-0.14051103662478812,-0.10146681935640148,-0.18061866480151953,-0.03256235104137894,0.01901481062975156,-0.8727765793735164,-0.8570886005124674,-0.34129058260825085,-0.2979811806793714,-0.14788144197683853,-0.10058369894869872,-0.34285755624170067,-0.4674874473080201,-0.10185436763204334,0.016198510889992267,-0.0013995244110538436,-0.004187790432970727,4171.348036183654,4067.862016449289,4156.143541356388,4159.6194770335,4174.265065335508,4170.194708008469,3544.4623523839014,3601.2097029590245,3529.1630325681554,3520.2973954655345,3512.540409049193,3503.2336082963093,4031.599836510399,4013.9485400288604,4038.8210819789865,4044.2542591211054,4041.291777234528,4060.5995458534644,4602.367714489486,4673.216231230358,4594.592929860125,4587.3920841649715,4564.601743883002,4562.803671569776,3456.9440215551917,3583.031549227396,3577.1738893761085,3621.445398392851,3633.1822797984587,3633.436069000447,0
-0.4187954995639076,-0.397623159449631,0.08319812532880393,-0.17404636877544816,-0.37348730597728796,-0.4566080039992468,0.43622477616685995,0.38148796426816317,0.05276332451054809,0.28777531267757983,0.4179968323119143,0.4921286788685056,-0.04495526759831301,-0.09942166442012423,0.19660163661220748,0.042813614446642806,-0.1492566615746968,-0.2634612085350792,0.20281621189653107,0.7514415159602782,-0.053546291631808414,-0.25313284095395244,-0.11194927106416294,-0.14892043565618074,-0.1862755219200139,0.3316621414991213,-0.2654266471253061,-0.5066204665939374,-0.5955801617298567,-0.7459805559785473,-0.14967834666539315,-0.15092271754251735,-0.0338896860269202,-0.05138786983935051,-0.3130406778426248,-0.45305988763395844,4271.8760971179245,4321.4779061013805,4253.135170771331,4225.255145698913,4218.911243176641,4220.707174847916,3466.8565820183285,3413.3007926493256,3478.6176025786785,3492.6271862123226,3500.4096964765167,3498.2065011064083,4079.3479924133962,4094.3353472373415,4081.7781730031184,4074.3056913897235,4080.585687338528,4072.571953251187,4563.208,4563.208,4563.207999999999,4563.208000000001,4563.208,4563.208,3077.7600679407865,2620.405691327037,2787.7369641137298,2783.2897824274414,2802.327061130716,2825.189860031418,0
-0.19414814065391828,-0.004594207545956533,0.10396012436798432,-0.21640474659644537,-0.28925691628911776,-0.39210357306495686,-0.2991870116559198,-0.09091305880715243,0.14753710415111823,0.3990869090365603,0.5314963459295735,0.6511584236843021,0.5743251418548281,0.17842296959680332,-0.22821370870549243,-0.3676969288003746,-0.454717820747817,-0.500605708506896,0.1211412929939091,0.27220573202917364,0.16504856162344578,0.5283898381969377,0.4863349026153678,0.5286096321039753,-0.6467346879450351,-0.4859527155004662,-0.6701353723017992,-0.39439417877892863,-0.43305019695876307,-0.3835270317045614,-0.5864458500579459,-0.3841744112163728,-0.3442092672549845,-0.5166738756910697,-0.49045620465046047,-0.48363488350668105,4165.9472434150985,4171.182283651168,4215.524117984964,4211.500819543169,4220.04066438041,4214.14411164186,3579.0379568545072,3574.349338110785,3523.595703878996,3508.1156046413107,3513.2019480375493,3500.3508162419917,4027.3813317766867,4055.0432267613173,4123.462764237596,4122.261220064368,4122.586321618243,4122.488946440824,4633.914929387994,4657.3851983003615,4607.068365787132,4597.516476877592,4588.883087250695,4578.2131736070505,2870.7012364663087,3394.22192517348,3567.8459231952243,3628.5972708164086,3646.626461520196,3662.8461455633997,0
-0.4262790937008604,-0.5381886050805946,0.10883423951887711,-0.014741045591956096,-0.08160410056065405,-0.1259996149708052,0.7169071230192583,0.8090980482689465,0.05934249964755173,0.4608519853886251,0.5777126472236542,0.6657531537588443,-0.48072429957594226,-0.5064678065264037,-0.11052163381009403,-0.3642083925891648,-0.4236008911499618,-0.4903817012040766,0.32340146111088947,0.8064538556256732,0.16273065816234897,0.07615003690022794,-0.0783695364167153,-0.2165806808093118,-0.5277364075645922,-0.16484928764755158,-0.316289631519817,-0.18321083154577147,-0.28632516708869826,-0.37065209828355605,-0.4188454874272941,-0.43814621193959424,-0.16830850924381802,-0.026138157220016636,-0.06415411763664418,-0.11378654913196899,4257.563280299773,4302.4989923394405,4243.832482396241,4228.1681025592625,4219.961901253859,4220.382065430828,3463.0276123396625,3420.017265018275,3488.8178651741155,3496.7263320289458,3510.8877608461307,3501.4375478695865,4122.14660722322,4162.671199309472,4093.419913784905,4090.0769845837203,4090.534393086478,4090.4009487781145,4513.465519114311,4476.691785690282,4544.416865920839,4556.616984947213,4560.450601588017,4564.115785485427,2878.547379168644,3676.3242920252414,3404.669919040888,3210.3192477621164,3039.751311718953,3021.985302726271,0
